,bricolage,chambre,diamant,décoration,facile,haute,lampe,led,lumière,maison,matériel,mur,noël,pc,peinture,plaît,produit,qualité,résine,toile,category_code
4080,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2060
4081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4082,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2060
4083,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2060
4084,5,1,11,2,1,0,0,0,2,0,1,0,0,3,8,1,3,1,5,5,2060
4085,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,2060
4086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4087,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4088,0,1,0,0,0,1,4,5,1,0,0,0,0,0,0,0,1,1,1,0,2060
4089,1,0,1,3,0,1,0,0,1,0,1,0,7,1,0,0,0,1,0,0,2060
4090,3,0,8,0,2,0,0,0,0,0,0,0,0,0,6,6,2,0,3,3,2060
4091,0,0,0,2,1,1,0,3,1,0,0,0,2,0,0,0,1,1,0,0,2060
4092,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2060
4093,0,2,0,0,3,0,4,3,2,0,0,0,0,0,1,0,0,0,0,0,2060
4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4096,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2060
4097,1,2,0,0,1,0,0,0,0,4,1,3,0,0,0,0,0,1,0,0,2060
4098,0,1,0,3,0,1,0,0,0,1,1,0,0,0,0,1,0,1,4,0,2060
4099,5,1,11,2,1,0,0,0,2,0,1,0,0,3,8,1,1,1,5,4,2060
4100,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2060
4101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
4102,3,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2060
4103,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2060
4104,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2060
4105,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2060
4106,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2060
4107,5,1,11,2,1,0,0,0,2,0,1,0,0,3,8,1,1,1,5,4,2060
4108,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2060
4109,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0,0,2060
4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4111,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2060
4112,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2060
4113,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2060
4114,0,0,0,0,0,1,8,4,1,0,0,0,1,0,0,0,1,0,0,0,2060
4115,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2060
4116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2060
4117,0,0,0,1,0,2,0,0,0,2,1,0,1,0,0,2,0,2,0,0,2060
4118,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2060
4119,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
4120,3,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,1,1,0,0,2060
4121,3,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2060
4122,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2060
4123,0,2,0,2,0,0,0,3,1,0,1,1,1,0,0,0,0,0,0,0,2060
4124,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2060
4125,0,0,0,0,0,0,0,2,1,1,1,2,0,0,0,0,0,0,0,0,2060
4126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4127,0,0,0,0,0,2,3,3,2,1,1,0,0,0,0,0,0,1,0,0,2060
4128,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2060
4129,0,0,0,0,1,0,2,4,8,0,1,0,0,1,0,0,5,1,0,0,2060
4130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4131,0,1,0,3,0,1,7,3,3,0,0,0,0,0,0,0,0,1,0,0,2060
4132,0,0,0,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,2060
4133,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2060
4134,0,0,0,1,1,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,2060
4135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4136,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,2060
4137,3,0,9,0,2,0,0,0,0,0,0,0,0,0,6,6,2,0,3,3,2060
4138,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2060
4139,1,0,0,2,1,2,2,6,1,2,0,0,0,0,0,0,0,1,0,0,2060
4140,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4141,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
4142,0,0,0,7,0,3,0,0,0,13,0,2,0,0,0,0,9,2,0,0,2060
4143,0,4,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2060
4144,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2060
4145,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,2060
4146,3,0,10,0,2,0,0,0,0,0,0,0,0,0,7,6,2,0,3,4,2060
4147,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2060
4148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4149,2,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,2060
4150,0,1,0,3,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2060
4151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4152,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2060
4153,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2060
4154,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2060
4155,0,2,0,5,1,0,0,0,1,0,0,0,4,1,0,1,1,0,0,0,2060
4156,3,0,0,0,1,1,0,0,1,0,1,2,2,0,0,1,1,1,0,0,2060
4157,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2060
4158,0,1,0,2,0,1,0,0,0,2,2,1,0,0,0,0,1,0,0,3,2060
4159,0,3,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,2060
4160,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2060
4161,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,2060
4162,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,2060
4163,0,1,0,1,1,3,13,3,7,0,1,0,1,1,0,0,0,0,0,0,2060
4164,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,2060
4165,0,0,0,4,0,1,0,0,0,2,1,0,7,1,0,0,1,1,0,1,2060
4166,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,3,0,1,0,0,2060
4167,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,2060
4168,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2060
4169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4170,1,0,0,3,1,0,0,4,3,0,1,0,0,0,0,0,3,0,0,0,2060
4171,0,2,0,1,1,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2060
4172,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2060
4173,0,1,0,1,0,0,7,2,0,0,1,0,0,0,0,6,1,0,0,0,2060
4174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4175,0,0,0,4,0,0,1,9,1,1,0,0,0,0,0,0,0,0,0,0,2060
4176,5,1,11,2,1,1,0,0,2,0,1,0,1,3,8,1,1,2,5,4,2060
4177,0,0,0,6,0,1,0,0,0,0,1,0,12,0,0,0,0,1,0,0,2060
4178,0,0,0,1,1,4,0,0,0,0,1,0,3,0,0,0,0,3,0,0,2060
4179,0,0,0,0,0,1,2,5,1,0,0,0,1,0,0,0,0,0,0,0,2060
4180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2060
4181,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2060
4182,3,3,0,5,0,1,0,0,0,4,1,2,0,0,0,3,1,1,0,0,2060
4183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4184,0,0,0,0,1,1,2,0,0,0,1,0,0,2,0,0,0,1,0,0,2060
4185,0,0,0,1,1,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,2060
4186,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2060
4187,2,1,7,1,0,1,0,0,0,0,1,0,0,0,6,0,0,1,0,2,2060
4188,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,6,0,0,0,2060
4189,0,4,0,1,0,0,1,8,2,0,1,0,1,0,0,0,0,0,0,0,2060
4190,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2060
4191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4192,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2060
4193,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2060
4194,0,0,0,5,0,2,0,0,0,1,1,3,0,0,0,0,0,1,0,0,2060
4195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4196,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
4199,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,2060
4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4201,0,0,0,2,1,1,0,0,0,1,0,2,2,0,0,1,2,1,0,0,2060
4202,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2060
4203,0,0,0,2,0,1,0,0,1,0,2,0,0,1,0,1,1,1,0,0,2060
4204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2060
4205,1,0,0,2,1,0,0,0,0,1,0,5,0,0,2,1,6,0,0,0,2060
4206,4,1,11,4,0,0,0,0,1,2,0,0,0,1,4,0,1,0,6,1,2060
4207,0,2,0,1,1,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2060
4208,0,2,0,1,1,1,1,3,1,0,0,0,0,1,0,0,0,1,0,0,2060
4209,1,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2060
4210,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
4211,0,0,0,0,0,1,0,3,3,0,1,0,0,0,0,0,3,0,0,0,2060
4212,1,0,0,3,1,0,1,3,2,0,1,0,0,0,0,0,0,1,0,0,2060
4213,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,4,2060
4214,0,0,0,0,1,1,0,0,0,0,1,0,7,1,0,0,1,1,0,0,2060
4215,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,1,2060
4216,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,1,0,1,0,0,2060
4217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4218,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2060
4219,0,0,0,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2060
4220,0,4,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,2060
4221,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2060
4222,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4223,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
4224,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2060
4225,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2060
4226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
4229,0,0,0,0,0,1,0,0,0,0,0,1,3,2,0,0,0,1,0,0,2060
4230,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,2060
4231,0,1,0,4,1,1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,2060
4232,3,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2060
4233,0,0,0,0,1,0,2,1,3,0,1,0,0,0,0,0,1,0,0,0,2060
4234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2060
4235,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2060
4236,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2060
4237,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2060
4238,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2060
4239,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2060
4240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4241,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2060
4242,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2060
4243,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,2060
4244,0,0,0,4,0,1,0,0,0,1,1,0,5,0,0,0,0,1,0,0,2060
4245,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2060
4246,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2060
4247,0,1,0,0,0,2,2,5,1,2,1,0,0,0,0,0,1,1,0,0,2060
4248,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2060
4249,1,0,1,3,0,1,0,0,1,0,1,0,8,0,0,0,0,0,0,0,2060
4250,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2060
4251,0,0,0,0,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,2060
4252,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,2060
4253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4254,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,2060
4255,0,0,0,0,0,0,0,7,2,0,0,0,2,0,0,0,1,0,0,0,2060
4256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4257,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
4258,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2060
4259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2060
4260,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4261,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,1,0,0,2060
4262,1,0,0,3,1,0,0,3,3,0,1,0,2,0,0,0,0,1,0,0,2060
4263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4264,0,0,0,0,0,3,3,1,4,1,0,0,0,0,0,0,0,2,0,0,2060
4265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4266,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2060
4267,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2060
4268,0,0,0,3,0,1,0,0,0,1,1,3,3,1,0,0,0,1,0,0,2060
4269,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2060
4270,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2060
4271,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2060
4272,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2060
4273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4274,0,0,0,3,0,2,0,0,0,1,1,0,11,0,0,0,1,2,0,0,2060
4275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4276,1,0,0,3,1,0,2,4,2,0,1,0,0,0,0,0,0,1,0,0,2060
4277,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,1,0,3,0,0,2060
4278,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2060
4279,0,0,0,2,0,1,0,0,0,1,1,0,9,1,0,0,0,1,0,0,2060
4280,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2060
4281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
4283,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,0,1,2,0,0,2060
4284,0,0,0,4,0,1,0,0,0,0,1,0,9,1,0,1,0,1,0,0,2060
4285,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2060
4286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4287,0,0,0,5,0,2,0,0,0,2,1,0,11,0,0,0,0,2,0,0,2060
4288,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2060
4289,0,0,0,0,1,0,0,0,0,0,5,0,0,3,0,0,6,0,0,0,2060
4290,1,3,0,0,1,0,0,0,0,5,1,3,0,0,0,0,0,1,0,0,2060
4291,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2060
4292,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2060
4293,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2060
4294,3,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,2060
4295,4,1,18,3,0,1,0,0,4,1,0,0,0,9,10,3,0,1,6,4,2060
4296,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2060
4297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
4298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4299,0,2,0,2,1,1,0,0,0,0,1,0,0,1,0,1,0,2,0,0,2060
4300,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0,2060
4301,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2060
4302,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4303,0,4,0,2,1,0,0,0,1,1,1,0,0,0,7,3,2,0,0,1,2060
4304,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,1,0,0,2060
4305,1,2,0,1,1,0,0,0,0,5,1,3,0,0,0,0,0,1,0,0,2060
4306,3,0,0,7,1,1,0,0,0,2,2,1,0,0,0,0,2,1,0,0,2060
4307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4308,2,2,0,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2060
4309,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2060
4310,0,0,0,2,0,1,0,0,0,3,0,1,0,0,0,0,2,1,0,0,2060
4311,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2060
4312,0,0,0,0,0,0,2,3,2,0,0,1,0,0,0,0,0,0,0,0,2060
4313,4,1,6,0,0,0,0,0,1,1,0,0,0,0,8,2,0,0,1,0,2060
4314,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2060
4315,0,0,0,0,0,1,6,0,5,0,0,0,0,1,0,2,0,1,0,0,2060
4316,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2060
4317,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
4318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4319,0,0,0,1,0,1,0,0,0,0,1,0,4,1,0,2,0,1,0,0,2060
4320,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2060
4321,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
4322,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2060
4323,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,5,2060
4324,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2060
4325,5,1,11,2,1,0,0,0,2,0,1,0,0,3,8,1,1,1,5,4,2060
4326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4327,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2060
4328,3,1,11,4,0,0,0,0,1,2,0,0,0,1,4,0,1,0,6,1,2060
4329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4330,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,2060
4331,1,0,0,0,1,1,0,2,3,0,0,0,0,0,0,1,0,2,0,0,2060
4332,5,1,11,2,1,0,0,0,2,0,1,0,0,3,8,1,1,1,5,4,2060
4333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2060
4334,0,1,0,1,0,0,0,0,0,0,0,5,0,1,0,3,0,1,0,0,2060
4335,0,0,0,2,0,1,0,0,0,1,0,0,7,0,0,0,0,1,0,0,2060
4336,0,0,0,4,1,1,3,3,3,0,0,0,4,0,0,0,1,1,0,0,2060
4337,0,0,0,0,2,1,4,5,8,1,0,0,0,0,0,6,3,2,0,0,2060
4338,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,2,0,0,2060
4339,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2060
4340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4341,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2060
4342,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,2060
4343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4344,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
4345,0,0,0,3,2,2,0,5,1,0,0,0,1,0,0,0,0,1,0,0,2060
4346,0,1,0,0,2,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2060
4347,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2060
4348,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2060
4349,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2060
4350,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,5,2060
4351,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,2,1,0,0,2060
4352,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2060
4353,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2060
4354,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
4355,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2060
4356,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2060
4357,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2060
4358,0,1,0,1,0,0,0,0,1,3,0,0,0,3,0,0,1,0,0,0,2060
4359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4360,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4361,0,0,0,4,0,0,0,2,4,0,0,0,2,1,0,0,1,0,0,0,2060
4362,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2060
4363,2,0,0,3,0,2,0,0,0,1,1,0,0,2,0,0,0,2,0,0,2060
4364,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,4,2060
4365,3,0,10,0,2,0,0,0,0,0,0,0,0,0,7,6,2,0,3,4,2060
4366,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2060
4367,0,0,0,4,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,2060
4368,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2060
4369,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,2060
4370,0,1,0,0,0,0,5,1,0,1,0,0,1,0,0,0,0,0,0,0,2060
4371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4372,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2060
4373,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4374,0,0,0,2,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2060
4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4377,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2060
4378,0,1,0,1,0,0,7,2,0,0,1,0,0,0,0,6,1,0,0,0,2060
4379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
4380,0,1,0,0,1,1,0,7,4,0,1,0,0,0,0,0,0,1,0,0,2060
4381,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2060
