,bloc,cahier,carnet,couverture,design,excellente,facilement,format,haute,jaune,journal,lot,notes,pages,papier,recto,solide,stylo,texture,verso,category_code
4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4033,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
4034,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4035,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2522
4036,1,2,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4037,1,2,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4039,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2522
4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4043,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2522
4044,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4045,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2522
4046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4047,2,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2522
4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4049,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
4052,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
4053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4054,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4055,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2522
4056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4058,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4060,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2522
4061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4063,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4068,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4069,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4070,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
4073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4074,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
4075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
4076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4077,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2522
4078,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2522
4080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4081,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
4082,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2522
4084,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
4085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4087,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
4088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4090,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
4091,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
4092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2522
4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
4095,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
4096,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2522
4097,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
4098,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4100,0,0,0,0,0,0,0,0,1,0,0,0,3,0,6,0,0,1,1,0,2522
4101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2522
4103,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2522
4107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4109,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
4111,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2522
4112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4114,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2522
4115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4116,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
4117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
4118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
4119,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4123,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4124,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2522
4125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4127,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2522
4128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4132,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
4133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4136,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2522
4137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2522
4140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2522
4143,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4147,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4148,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2522
4149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2522
4150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
4152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2522
4153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4154,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4157,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2522
4158,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4159,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4160,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2522
4161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2522
4162,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
4164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4166,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2522
4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4169,1,2,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
4171,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2522
4172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4174,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2522
4175,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
4177,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2522
4178,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4179,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2522
4180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4183,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2522
4184,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2522
4185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
4186,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2522
4187,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,2522
4188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4190,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4191,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
4193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
4195,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
4196,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2522
4197,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4198,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
4199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
4200,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2522
4201,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
4203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
4204,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
4205,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2522
4206,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4207,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
4209,1,2,1,1,2,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2522
4214,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
4215,0,0,1,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,2522
4216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4217,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2522
4218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4220,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
4221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4223,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2522
4224,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2522
4225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4229,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4230,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4231,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
4232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
4234,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2522
4236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4238,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2522
4239,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2522
4240,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2522
4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4242,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4243,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
4244,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
4245,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4246,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2522
4247,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4248,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2522
4249,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4251,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4252,1,1,1,1,1,1,1,1,1,1,0,0,2,1,1,1,1,0,1,1,2522
4253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
4254,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
4255,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
4256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4260,1,2,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4261,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4265,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
4269,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
4270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4271,1,2,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2522
4273,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4274,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2522
4275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4277,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4280,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2522
4282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4283,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2522
4284,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2522
4285,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4286,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
4287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4289,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
4290,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2522
4291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4293,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2522
4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
4297,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4301,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
4302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
4304,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
4310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4311,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
4312,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4314,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2522
4315,1,2,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2522
4317,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
4318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4319,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2522
4320,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
4321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4322,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2522
4323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4326,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4328,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
4329,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
4330,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2522
4331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2522
4332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2522
4333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
