,canapé,coton,coussin,couverture,décoration,eau,haute,home,housse,lin,matériel,mesure,oreiller,pc,plaît,polyester,qualité,raison,style,taie,category_code
3241,0,3,4,4,1,0,1,2,1,3,1,0,4,1,0,0,2,0,1,4,1920
3242,2,0,3,0,2,2,0,0,0,2,1,1,1,0,1,0,0,3,1,3,1920
3243,7,1,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,1920
3244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3246,2,0,4,1,1,0,0,0,0,2,1,1,3,0,0,0,0,1,0,2,1920
3247,2,0,2,0,1,2,0,2,0,0,1,0,3,0,0,1,0,0,0,3,1920
3248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3249,2,1,1,2,0,2,0,0,0,0,1,0,2,1,0,0,0,1,1,3,1920
3250,1,0,2,0,0,0,1,2,0,3,0,1,3,1,2,0,1,0,0,2,1920
3251,0,1,2,0,0,2,0,2,0,2,1,0,4,1,0,0,0,1,1,1,1920
3252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1920
3253,0,0,2,0,0,0,1,2,0,1,0,1,2,1,2,0,1,0,0,4,1920
3254,3,0,6,1,0,1,1,0,2,0,0,1,0,0,1,1,1,1,0,2,1920
3255,2,0,2,0,0,2,0,2,0,0,1,0,1,1,1,3,0,0,0,3,1920
3256,0,0,6,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,1920
3257,1,1,2,0,0,2,0,2,0,1,1,0,3,2,0,0,0,1,1,1,1920
3258,0,3,3,0,0,2,0,2,1,3,1,0,3,1,0,0,0,1,1,1,1920
3259,2,0,1,0,3,0,1,0,0,1,2,2,7,1,1,0,1,0,3,2,1920
3260,1,0,1,1,0,0,0,2,0,0,1,1,4,1,2,0,0,0,0,3,1920
3261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920
3262,3,2,2,0,0,0,1,2,0,2,0,1,3,1,2,0,0,0,0,1,1920
3263,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,1920
3264,2,0,3,3,1,0,0,0,1,1,1,0,8,1,0,0,1,0,0,6,1920
3265,1,2,4,0,0,0,1,0,3,0,1,0,2,0,1,0,1,0,0,2,1920
3266,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1920
3267,0,3,3,0,0,2,0,0,1,3,1,0,3,1,0,0,0,1,1,4,1920
3268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3269,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1920
3270,1,2,4,0,0,0,1,0,1,0,1,0,2,0,0,1,1,0,0,1,1920
3271,0,1,2,0,0,0,0,2,0,1,0,1,1,1,2,0,0,0,0,2,1920
3272,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1920
3273,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1920
3274,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1920
3275,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1920
3276,2,0,2,0,0,2,0,2,0,0,1,0,1,1,1,3,0,0,0,3,1920
3277,3,0,2,2,0,0,1,2,0,2,0,1,2,1,2,0,1,0,2,4,1920
3278,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,3,1920
3279,3,0,3,0,1,0,1,0,0,1,2,2,5,1,1,0,1,0,3,1,1920
3280,0,1,2,1,0,2,0,0,0,1,1,1,3,0,1,0,0,3,1,3,1920
3281,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1920
3282,0,0,8,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1920
3283,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3284,0,1,2,0,0,2,0,2,0,2,1,0,3,1,0,0,0,1,1,1,1920
3285,2,0,4,0,1,0,1,0,1,0,2,2,7,1,1,0,1,0,3,1,1920
3286,2,0,3,3,1,0,0,0,0,2,1,0,8,1,0,0,1,0,0,6,1920
3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3288,2,0,2,0,0,2,0,2,0,0,1,0,1,1,1,3,0,0,0,3,1920
3289,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1920
3290,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1920
3291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3292,2,3,2,2,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,3,1920
3293,0,0,3,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1920
3294,2,0,1,0,0,2,0,2,0,0,1,1,1,0,1,0,0,3,1,3,1920
3295,1,0,3,0,0,0,1,2,0,1,0,1,2,1,2,0,1,0,0,3,1920
3296,1,0,2,1,1,0,1,0,0,0,2,0,5,0,1,0,1,2,0,3,1920
3297,0,1,4,0,0,0,1,0,2,0,0,1,0,0,2,0,1,0,0,4,1920
3298,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3300,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1920
3301,3,0,2,2,2,0,1,0,0,1,0,1,3,1,2,0,1,0,0,3,1920
3302,0,0,0,0,2,2,0,0,0,1,1,1,2,0,1,0,0,3,3,3,1920
3303,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1920
3304,1,0,2,2,0,0,1,2,0,0,1,0,2,0,1,0,1,1,0,3,1920
3305,2,0,4,1,1,0,0,0,1,2,1,0,6,1,0,0,0,0,0,5,1920
3306,0,3,4,4,1,0,1,2,1,3,1,0,4,1,0,0,2,0,1,4,1920
3307,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1920
3308,4,0,3,1,1,0,1,2,3,1,0,1,5,1,2,0,1,0,0,3,1920
3309,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,1,1920
3310,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,1920
3311,0,2,4,0,0,0,1,0,2,0,1,0,2,0,1,0,1,0,0,3,1920
3312,0,3,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,1,1920
3313,3,0,2,2,0,0,1,2,0,3,0,1,2,1,2,0,1,0,0,4,1920
3314,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1920
3315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
3316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
3317,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1920
3318,2,0,5,0,2,2,0,0,0,0,1,1,1,0,1,3,0,3,1,3,1920
3319,0,0,4,0,0,2,0,2,0,1,1,1,2,0,1,0,0,3,1,2,1920
3320,3,0,4,0,0,0,1,2,1,1,0,1,5,1,2,2,1,0,0,1,1920
3321,3,0,4,1,1,0,1,0,0,1,2,2,5,1,1,0,1,0,3,2,1920
3322,3,1,3,1,1,0,0,1,1,0,0,1,1,1,2,2,0,0,1,3,1920
3323,2,0,2,0,0,0,1,2,0,1,0,1,3,1,2,0,1,0,0,2,1920
3324,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1920
3325,1,0,5,0,0,0,0,2,2,0,1,1,1,2,2,0,0,0,0,6,1920
3326,1,0,2,0,0,2,0,2,0,0,1,0,4,1,0,0,0,1,1,1,1920
3327,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
3328,1,0,2,0,2,0,1,0,0,1,2,2,5,0,1,0,1,0,3,2,1920
3329,0,3,4,0,0,2,0,2,0,2,1,1,2,0,1,0,0,3,1,1,1920
3330,2,0,3,2,1,0,0,0,1,2,0,0,8,1,0,0,0,0,0,6,1920
3331,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1920
3332,2,0,2,0,0,2,0,2,0,0,1,0,1,1,1,3,0,0,0,3,1920
3333,0,0,3,0,0,2,0,2,0,1,1,1,2,0,1,0,0,3,1,4,1920
3334,4,0,2,3,4,0,0,0,0,2,2,6,11,4,3,0,0,0,3,4,1920
3335,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1920
3336,3,0,3,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,3,1,1920
3337,1,0,2,0,1,0,1,1,0,1,0,1,3,1,2,0,1,0,0,1,1920
3338,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1920
3339,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1920
3340,2,0,2,0,1,2,1,2,0,0,2,0,5,0,1,3,1,2,0,6,1920
3341,0,1,3,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1920
3342,0,0,1,0,2,2,0,0,0,0,1,1,1,0,1,0,0,3,1,3,1920
3343,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3344,0,0,2,0,3,0,0,1,2,0,1,0,4,0,1,4,1,2,1,2,1920
3345,2,1,2,2,0,2,0,0,0,0,1,0,2,1,0,0,0,1,1,3,1920
3346,0,1,2,1,0,0,1,0,1,0,1,0,3,1,0,1,1,0,0,0,1920
3347,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
3348,1,1,2,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1920
3349,3,0,2,2,2,0,1,0,0,1,0,1,4,1,2,0,1,0,0,2,1920
3350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3352,1,2,3,0,0,0,1,0,0,1,1,0,3,0,0,1,1,0,0,2,1920
3353,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,0,1920
3354,2,0,2,0,0,2,0,2,0,0,1,0,1,0,1,3,0,0,0,3,1920
3355,2,2,2,0,1,0,1,2,0,3,2,2,7,1,1,0,1,0,3,2,1920
3356,1,1,4,0,1,2,0,2,1,2,1,1,2,0,1,0,0,3,1,4,1920
3357,1,1,2,2,0,2,0,2,0,1,1,0,2,1,0,0,0,1,0,3,1920
3358,0,2,2,0,0,0,2,0,0,0,0,0,3,0,1,0,4,0,0,0,1920
3359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3360,2,0,2,0,0,2,0,2,0,0,1,0,1,1,1,3,0,0,0,3,1920
3361,1,0,2,0,0,0,1,0,0,0,1,1,1,1,2,0,1,0,0,1,1920
3362,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1920
3363,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,1,1920
3364,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1920
3365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1920
3366,0,1,3,0,1,2,0,0,0,1,1,1,3,0,1,0,0,2,3,3,1920
3367,0,2,2,0,0,0,1,2,0,2,1,0,0,1,1,1,0,0,0,3,1920
3368,1,0,2,0,0,0,1,2,0,3,0,1,5,1,2,0,1,0,0,2,1920
3369,2,3,2,0,1,0,0,1,0,1,1,1,2,1,2,0,0,0,1,4,1920
3370,0,1,4,0,0,0,0,0,2,1,1,1,0,0,1,0,0,3,1,3,1920
3371,0,0,2,0,0,2,0,0,0,1,1,0,4,1,0,0,0,1,1,1,1920
3372,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1920
3373,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1920
3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
3375,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3376,0,0,2,0,1,0,1,2,0,0,2,0,6,0,1,1,1,2,0,4,1920
3377,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1920
3378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3379,3,0,4,0,0,0,1,2,0,3,0,1,3,1,2,0,1,0,0,2,1920
3380,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,1920
3381,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
3382,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3383,2,0,2,0,0,2,1,2,0,0,1,0,2,0,1,3,1,0,0,1,1920
3384,2,0,1,0,2,0,0,0,3,1,0,1,3,1,1,1,0,0,0,1,1920
3385,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3386,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1920
3387,0,0,3,0,1,0,0,2,0,1,0,1,7,1,2,0,0,0,0,4,1920
3388,1,1,2,0,0,2,0,2,0,0,1,0,6,1,0,0,0,1,1,1,1920
3389,3,0,4,0,0,0,1,2,0,0,1,0,1,0,0,0,1,0,1,1,1920
3390,0,1,3,1,0,2,0,0,0,1,1,1,3,0,1,0,0,3,1,3,1920
3391,0,1,2,0,0,2,0,2,0,1,1,0,4,1,0,0,0,1,1,1,1920
3392,2,0,2,0,3,1,1,0,1,0,1,1,7,1,2,0,1,0,0,3,1920
3393,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,1,1920
3394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3395,1,1,3,0,1,0,1,0,1,1,1,1,3,1,2,0,1,0,0,4,1920
3396,2,0,3,0,1,1,1,0,0,0,1,0,8,0,3,0,1,4,0,8,1920
3397,2,0,2,0,1,2,1,2,0,0,2,0,5,0,1,3,1,2,0,6,1920
3398,0,3,3,1,0,0,0,2,0,3,1,0,1,1,0,0,0,1,1,3,1920
3399,0,1,3,1,0,0,1,0,2,0,1,0,4,1,0,2,0,0,0,0,1920
3400,1,0,3,1,0,0,1,2,0,0,1,1,3,1,2,0,1,0,0,1,1920
3401,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1920
3402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3403,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,3,0,1920
3404,4,0,2,1,2,0,0,2,1,2,2,6,11,4,3,0,0,0,3,6,1920
3405,0,2,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,5,1920
3406,3,0,2,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,4,1920
3407,0,0,3,0,2,0,0,0,0,0,1,0,2,1,2,0,1,1,0,0,1920
3408,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1920
3409,2,0,2,0,0,2,0,2,0,0,1,0,1,1,1,3,0,0,0,3,1920
3410,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1920
3411,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1920
3412,0,3,3,0,0,2,0,2,0,2,1,1,3,0,1,0,0,3,1,1,1920
3413,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1920
3414,1,0,2,0,2,0,1,0,0,1,2,2,3,1,1,0,1,0,3,3,1920
3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3416,1,0,2,0,1,0,1,2,0,1,2,2,5,0,1,0,1,0,3,0,1920
3417,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1920
3418,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,1,1920
3419,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1920
3420,2,1,4,1,1,2,0,0,0,1,1,1,2,1,0,0,0,0,0,3,1920
3421,0,1,3,2,0,2,0,0,0,1,1,1,3,0,1,0,0,3,1,3,1920
3422,0,0,2,0,0,0,1,2,0,0,1,1,2,1,2,0,1,0,0,3,1920
3423,1,2,2,0,1,0,1,1,0,1,1,1,2,1,2,0,1,0,0,4,1920
3424,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1920
3425,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1920
3426,0,1,2,2,0,2,0,0,0,1,1,1,3,0,1,0,0,3,1,3,1920
3427,0,0,2,1,0,2,0,0,0,0,1,0,4,1,0,3,0,1,1,3,1920
3428,3,0,4,1,0,0,1,0,0,0,1,1,0,1,2,0,1,0,0,2,1920
3429,2,0,2,1,2,0,0,1,0,1,1,0,3,0,0,0,0,1,0,2,1920
3430,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1920
3431,2,0,2,0,0,2,0,2,0,0,1,0,1,1,1,3,0,0,0,3,1920
3432,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1920
3433,0,1,4,0,1,0,0,2,0,1,0,0,1,0,0,0,0,1,0,1,1920
3434,0,6,0,0,0,2,0,0,11,0,0,0,2,0,0,0,1,0,0,4,1920
3435,2,2,3,0,0,2,0,2,0,0,1,1,2,0,1,0,0,3,1,3,1920
3436,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
3437,2,0,3,0,0,1,0,2,0,0,1,1,1,0,1,2,0,2,1,3,1920
3438,3,0,4,0,1,0,1,0,0,1,2,2,3,0,1,0,1,0,3,0,1920
3439,2,3,2,0,1,0,1,1,0,3,1,1,4,1,2,0,1,0,1,2,1920
3440,4,0,2,0,3,1,1,0,0,0,1,0,13,0,3,0,1,4,0,8,1920
3441,2,0,3,0,1,1,1,0,1,0,1,0,7,0,3,0,1,4,0,8,1920
3442,1,0,0,0,1,0,0,0,0,1,2,2,11,1,1,0,0,0,3,6,1920
3443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3444,2,1,3,1,0,0,1,1,1,2,0,1,2,1,2,0,1,0,1,4,1920
3445,0,0,0,2,1,0,0,2,0,0,1,2,0,0,2,0,0,1,0,0,1920
3446,0,0,3,0,0,0,0,2,1,1,1,0,3,1,0,0,0,1,1,3,1920
3447,0,0,3,2,1,0,1,0,1,3,0,1,0,0,2,0,1,1,2,1,1920
3448,1,0,2,0,1,0,1,0,2,1,2,2,5,0,1,0,1,0,5,2,1920
3449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3450,1,0,2,0,0,0,1,2,0,1,0,1,3,1,2,0,1,0,0,3,1920
3451,0,2,2,0,0,2,1,2,0,3,1,0,0,1,1,0,1,0,0,3,1920
3452,2,0,2,0,1,0,1,1,0,0,1,1,1,1,2,0,1,0,0,2,1920
3453,0,0,1,1,1,2,1,2,0,0,2,0,4,0,1,3,1,2,0,7,1920
3454,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1920
3455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3456,0,1,3,2,0,0,1,0,0,0,1,0,4,2,0,2,1,0,0,0,1920
3457,1,0,2,0,2,0,1,0,1,0,0,2,6,0,0,0,0,0,3,2,1920
3458,2,0,2,2,1,0,1,1,0,1,0,1,4,1,2,0,1,0,0,3,1920
3459,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920
3460,3,2,3,0,0,0,1,0,0,3,0,1,2,1,2,0,1,0,0,3,1920
3461,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,1920
3462,2,3,2,1,0,0,1,2,0,1,1,1,2,1,2,0,1,0,0,2,1920
3463,1,1,2,0,1,0,1,2,0,0,1,0,2,0,1,0,1,1,0,3,1920
3464,2,0,2,0,1,0,1,1,0,0,1,1,0,1,2,0,1,0,0,2,1920
3465,3,0,3,2,1,0,0,1,0,2,2,2,11,4,1,0,0,0,3,5,1920
3466,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1920
3467,0,7,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,1,0,0,1920
3468,1,0,3,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,2,1920
3469,0,2,2,0,0,2,1,2,0,2,1,0,0,1,1,1,0,0,0,3,1920
3470,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1920
3471,3,0,2,1,0,0,0,2,0,1,1,1,3,1,2,0,0,0,0,3,1920
3472,2,0,4,0,1,0,1,0,1,0,2,2,6,1,1,0,1,0,3,0,1920
3473,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,1920
3474,1,0,4,3,2,1,1,0,0,0,0,1,2,0,1,1,1,1,0,2,1920
3475,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,1,1,1,0,0,1920
3476,3,0,4,1,1,0,1,0,0,1,2,2,5,1,1,0,1,0,3,2,1920
3477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3478,2,1,0,0,2,0,0,0,0,1,1,0,3,1,0,0,0,1,1,1,1920
3479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3480,2,0,2,0,0,2,0,2,0,0,1,0,1,1,1,3,0,0,0,3,1920
3481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
3482,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,0,1920
3483,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3484,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3485,2,0,2,0,0,2,1,2,0,0,1,0,2,0,1,3,1,0,0,1,1920
3486,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3487,1,0,3,0,1,2,0,1,0,0,1,1,1,0,1,0,0,3,1,3,1920
3488,2,3,2,0,1,0,1,1,0,3,1,1,5,1,2,0,1,0,1,3,1920
3489,2,2,4,1,1,0,0,0,0,3,0,1,5,1,2,0,0,0,0,5,1920
3490,0,0,2,0,3,0,0,1,2,0,1,0,4,0,1,4,1,2,1,2,1920
3491,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3492,1,0,0,0,1,0,0,0,0,1,2,2,11,1,1,0,0,0,3,6,1920
3493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3494,1,0,0,1,2,7,6,0,0,0,1,0,0,0,3,1,5,3,0,0,1920
3495,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1920
3496,1,1,1,2,0,0,0,0,0,0,0,1,4,1,2,0,0,0,1,5,1920
3497,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1920
3498,2,1,1,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,3,1,1920
3499,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1920
3500,1,0,2,2,1,0,1,1,0,0,1,1,1,1,2,0,1,0,0,4,1920
3501,0,2,2,0,0,0,2,0,0,0,0,0,3,0,1,0,4,0,0,0,1920
3502,1,0,0,0,1,0,1,2,0,3,2,2,5,0,1,0,1,0,3,2,1920
3503,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3504,0,0,2,0,0,0,1,2,0,1,1,1,2,1,2,0,1,0,0,4,1920
3505,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
3506,3,0,1,2,0,0,0,2,0,0,1,1,3,1,2,0,0,0,1,3,1920
3507,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1920
3508,0,1,0,0,0,0,1,0,0,0,2,1,0,1,0,2,1,0,0,0,1920
3509,0,0,2,0,0,2,0,0,1,1,1,0,2,0,0,0,0,1,0,2,1920
3510,3,0,2,2,0,0,1,2,0,0,1,1,4,1,2,1,1,0,0,3,1920
3511,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920
3512,1,0,2,1,1,0,1,0,0,0,2,0,7,0,1,0,1,2,0,4,1920
3513,2,0,4,0,0,1,0,2,2,0,0,1,2,0,1,3,0,2,1,1,1920
3514,0,0,5,2,1,0,1,0,0,0,2,0,3,0,1,1,1,2,0,1,1920
3515,2,0,2,0,0,2,0,2,0,0,1,0,1,0,1,3,0,0,0,4,1920
3516,3,1,3,1,1,0,1,0,0,0,2,2,6,2,1,0,1,0,3,2,1920
3517,1,0,2,0,0,0,0,2,0,1,0,1,3,1,2,0,0,0,0,4,1920
3518,2,1,2,0,2,0,0,2,0,1,1,1,3,0,1,0,0,2,1,4,1920
3519,2,0,2,0,0,2,0,2,0,0,1,0,2,1,1,3,0,0,0,4,1920
3520,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1920
3521,1,0,2,0,3,0,1,0,0,1,2,2,7,1,1,0,1,0,3,3,1920
3522,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1920
3523,1,0,2,0,1,0,1,0,0,1,2,2,7,1,1,0,1,0,3,3,1920
3524,0,0,2,1,0,2,0,2,0,1,1,0,4,1,0,0,0,1,1,1,1920
3525,1,0,2,0,2,0,1,0,0,1,2,2,7,1,1,0,1,0,3,3,1920
3526,1,2,3,3,0,0,1,0,0,3,0,1,4,1,2,0,1,0,0,3,1920
3527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3528,0,0,2,0,0,2,0,2,0,1,1,0,4,1,0,0,0,1,1,2,1920
3529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
3530,3,0,3,0,3,0,0,0,0,0,1,1,4,0,0,0,0,0,2,1,1920
3531,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,0,1920
3532,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1920
3533,0,1,3,0,0,0,1,0,1,0,1,1,3,1,2,0,1,0,0,4,1920
3534,0,0,3,0,1,2,1,1,0,0,0,1,2,1,2,0,1,0,0,2,1920
3535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
3536,3,0,4,2,1,0,1,0,0,1,2,2,5,1,1,0,1,0,3,2,1920
3537,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1920
3538,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1920
3539,2,0,2,0,0,2,0,2,0,0,1,0,2,1,1,3,0,0,0,4,1920
3540,0,0,2,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1920
3541,2,0,1,0,2,2,0,0,0,0,1,1,1,0,1,2,0,2,1,3,1920
3542,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1920
